iter	Passed	Remaining
325	6393	13218
326	6412	13198
327	6432	13179
328	6451	13158
329	6471	13138
330	6491	13119
331	6510	13098
332	6529	13078
333	6549	13059
334	6569	13040
335	6588	13020
336	6609	13002
337	6628	12983
338	6648	12963
339	6669	12946
340	6688	12925
341	6710	12910
342	6730	12891
343	6749	12871
344	6769	12851
345	6789	12833
346	6809	12814
347	6829	12796
348	6848	12774
349	6869	12756
350	6888	12736
351	6907	12715
352	6927	12696
353	6945	12674
354	6965	12656
355	6985	12637
356	7004	12615
357	7023	12594
358	7042	12573
359	7061	12554
360	7081	12535
361	7100	12513
362	7119	12492
363	7138	12472
364	7158	12453
365	7178	12435
366	7199	12417
367	7218	12396
368	7237	12376
369	7256	12356
370	7277	12338
371	7296	12318
372	7315	12297
373	7334	12276
374	7355	12258
375	7375	12239
376	7394	12219
377	7413	12199
378	7434	12181
379	7453	12160
380	7472	12140
381	7492	12121
382	7512	12101
383	7531	12081
384	7551	12062
385	7570	12042
386	7589	12021
387	7607	11999
388	7626	11979
389	7647	11961
390	7667	11942
391	7687	11923
392	7708	11905
393	7727	11885
394	7746	11865
395	7766	11846
396	7786	11827
397	7806	11808
398	7826	11788
399	7844	11767
400	7864	11747
401	7883	11727
402	7901	11705
403	7921	11686
404	7940	11665
405	7960	11646
406	7979	11626
407	7998	11605
408	8017	11585
409	8036	11565
410	8055	11544
411	8075	11525
412	8097	11508
413	8116	11488
414	8136	11469
415	8155	11449
416	8174	11429
417	8197	11413
418	8218	11395
419	8238	11376
420	8258	11357
421	8277	11337
422	8296	11317
423	8316	11297
424	8336	11278
425	8355	11258
426	8373	11236
427	8394	11218
428	8413	11198
429	8433	11179
430	8453	11159
431	8472	11139
432	8491	11119
433	8511	11100
434	8531	11080
435	8550	11061
436	8570	11041
437	8590	11022
438	8610	11002
439	8629	10982
440	8649	10964
441	8669	10944
442	8688	10924
443	8709	10906
444	8729	10887
445	8749	10867
446	8769	10849
447	8790	10830
448	8810	10811
449	8829	10791
450	8849	10772
451	8867	10751
452	8888	10732
453	8908	10713
454	8927	10693
455	8946	10673
456	8966	10654
457	8986	10634
458	9006	10615
459	9027	10597
460	9046	10577
461	9065	10557
462	9085	10537
463	9104	10517
464	9123	10497
465	9143	10477
466	9163	10457
467	9183	10438
468	9203	10419
469	9223	10401
470	9243	10382
471	9265	10365
472	9286	10346
473	9305	10326
474	9325	10307
475	9344	10287
476	9364	10268
477	9384	10248
478	9403	10228
479	9423	10208
480	9444	10190
481	9464	10171
482	9484	10152
483	9504	10132
484	9523	10112
485	9542	10092
486	9561	10071
487	9581	10052
488	9600	10032
489	9620	10012
490	9640	9993
491	9660	9974
492	9679	9954
493	9700	9935
494	9720	9917
495	9741	9898
496	9761	9879
497	9781	9860
498	9801	9840
499	9821	9821
500	9840	9801
501	9860	9782
502	9880	9762
503	9900	9742
504	9919	9722
505	9938	9702
506	9958	9683
507	9978	9663
508	9996	9642
509	10015	9622
510	10035	9603
511	10056	9585
512	10077	9566
513	10096	9546
514	10115	9525
515	10133	9505
516	10153	9486
517	10173	9466
518	10193	9446
519	10213	9427
520	10234	9409
521	10254	9389
522	10274	9370
523	10293	9350
524	10314	9331
525	10333	9312
526	10353	9293
527	10374	9273
528	10394	9254
529	10414	9235
530	10434	9216
531	10454	9196
532	10474	9177
533	10494	9158
534	10514	9138
535	10534	9119
536	10555	9100
537	10574	9080
538	10594	9061
539	10614	9041
540	10633	9021
541	10653	9002
542	10671	8981
543	10690	8961
544	10709	8940
545	10730	8922
546	10751	8903
547	10771	8884
548	10791	8865
549	10810	8845
550	10830	8825
551	10849	8805
552	10869	8785
553	10888	8766
554	10906	8744
555	10925	8724
556	10945	8705
557	10965	8685
558	10984	8666
559	11006	8647
560	11025	8628
561	11045	8608
562	11065	8588
563	11084	8569
564	11104	8549
565	11123	8529
566	11143	8509
567	11163	8490
568	11184	8471
569	11204	8452
570	11225	8434
571	11246	8415
572	11267	8396
573	11286	8376
574	11306	8357
575	11325	8337
576	11345	8317
577	11365	8297
578	11384	8278
579	11405	8258
580	11425	8239
581	11443	8219
582	11463	8199
583	11482	8179
584	11502	8159
585	11521	8139
586	11540	8119
587	11560	8099
588	11578	8079
589	11597	8059
590	11616	8039
591	11636	8019
592	11655	7999
593	11675	7980
594	11693	7959
595	11713	7939
596	11734	7920
597	11755	7902
598	11774	7882
599	11794	7862
600	11814	7843
601	11832	7822
602	11852	7803
603	11871	7783
604	11889	7762
605	11908	7742
606	11927	7722
607	11947	7703
608	11966	7683
609	11986	7663
610	12007	7644
611	12028	7625
612	12050	7607
613	12070	7588
614	12089	7568
615	12109	7548
616	12129	7529
617	12150	7510
618	12169	7490
619	12188	7470
620	12209	7451
621	12229	7431
622	12249	7412
623	12271	7394
624	12290	7374
625	12310	7355
626	12329	7334
627	12349	7315
628	12369	7295
629	12389	7276
630	12409	7256
631	12429	7237
632	12448	7217
633	12468	7197
634	12488	7178
635	12509	7159
636	12530	7140
637	12550	7121
638	12570	7101
639	12589	7081
640	12609	7062
641	12629	7042
642	12649	7023
643	12670	7004
644	12690	6984
645	12710	6965
646	12730	6945
647	12750	6926
648	12771	6907
649	12792	6888
650	12812	6868
651	12832	6849
652	12852	6829
653	12872	6810
654	12895	6792
655	12916	6773
656	12937	6754
657	12958	6735
658	12978	6715
659	12999	6696
660	13020	6677
661	13043	6659
662	13064	6640
663	13084	6621
664	13104	6601
665	13125	6582
666	13146	6563
667	13166	6544
668	13187	6524
669	13208	6505
670	13228	6485
671	13249	6467
672	13270	6447
673	13290	6428
674	13311	6409
675	13331	6389
676	13351	6370
677	13371	6350
678	13392	6331
679	13412	6311
680	13433	6292
681	13453	6272
682	13472	6253
683	13492	6233
684	13511	6213
685	13532	6194
686	13553	6174
687	13573	6155
688	13594	6136
689	13615	6116
690	13634	6097
691	13655	6077
692	13675	6058
693	13695	6038
694	13716	6019
695	13736	5999
696	13758	5981
697	13779	5961
698	13798	5941
699	13818	5922
700	13838	5902
701	13859	5883
702	13879	5863
703	13899	5844
704	13920	5824
705	13939	5804
706	13958	5784
707	13979	5765
708	13998	5745
709	14019	5726
710	14040	5707
711	14060	5687
712	14081	5668
713	14100	5647
714	14120	5628
715	14140	5608
716	14160	5589
717	14180	5569
718	14200	5549
719	14220	5530
720	14240	5510
721	14261	5491
722	14282	5472
723	14302	5452
724	14322	5432
725	14341	5412
726	14361	5392
727	14381	5373
728	14401	5353
729	14421	5333
730	14441	5314
731	14461	5294
732	14482	5275
733	14501	5255
734	14522	5236
735	14542	5216
736	14563	5196
737	14582	5177
738	14603	5157
739	14622	5137
740	14643	5118
741	14663	5098
742	14683	5078
743	14703	5059
744	14724	5039
745	14744	5020
746	14765	5001
747	14786	4981
748	14806	4961
749	14826	4942
750	14846	4922
751	14865	4902
752	14885	4882
753	14905	4863
754	14925	4843
755	14944	4823
756	14964	4803
757	14985	4784
758	15005	4764
759	15024	4744
760	15044	4724
761	15063	4704
762	15084	4685
763	15104	4665
764	15124	4646
765	15144	4626
766	15164	4606
767	15184	4587
768	15205	4567
769	15225	4547
770	15245	4528
771	15266	4508
772	15287	4489
773	15308	4469
774	15328	4450
775	15348	4430
776	15369	4410
777	15388	4391
778	15408	4371
779	15428	4351
780	15447	4331
781	15467	4311
782	15487	4292
783	15507	4272
784	15528	4252
785	15547	4233
786	15567	4213
787	15587	4193
788	15608	4174
789	15627	4154
790	15648	4134
791	15667	4114
792	15687	4095
793	15708	4075
794	15729	4055
795	15749	4036
796	15769	4016
797	15790	3996
798	15809	3977
799	15829	3957
800	15849	3937
801	15869	3917
802	15889	3898
803	15910	3878
804	15929	3858
805	15950	3839
806	15970	3819
807	15990	3799
808	16010	3779
809	16030	3760
810	16051	3740
811	16072	3721
812	16092	3701
813	16113	3681
814	16133	3662
815	16153	3642
816	16172	3622
817	16190	3602
818	16209	3582
819	16229	3562
820	16249	3542
821	16270	3523
822	16291	3503
823	16310	3483
824	16330	3464
825	16350	3444
826	16370	3424
827	16391	3404
828	16411	3385
829	16430	3365
830	16449	3345
831	16469	3325
832	16489	3305
833	16509	3286
834	16530	3266
835	16551	3247
836	16571	3227
837	16592	3207
838	16613	3188
839	16633	3168
840	16653	3148
841	16673	3128
842	16694	3109
843	16714	3089
844	16734	3069
845	16754	3049
846	16776	3030
847	16796	3010
848	16815	2990
849	16835	2971
850	16855	2951
851	16875	2931
852	16895	2911
853	16915	2891
854	16935	2872
855	16955	2852
856	16975	2832
857	16995	2812
858	17015	2792
859	17033	2772
860	17054	2753
861	17074	2733
862	17094	2713
863	17114	2693
864	17134	2674
865	17154	2654
866	17175	2634
867	17195	2614
868	17215	2595
869	17236	2575
870	17256	2555
871	17278	2536
872	17299	2516
873	17319	2496
874	17340	2477
875	17361	2457
876	17378	2437
877	17398	2417
878	17417	2397
879	17438	2377
880	17458	2358
881	17479	2338
882	17499	2318
883	17520	2299
884	17540	2279
885	17559	2259
886	17580	2239
887	17600	2219
888	17620	2200
889	17639	2180
890	17658	2160
891	17679	2140
892	17699	2120
893	17718	2100
894	17738	2081
895	17758	2061
896	17779	2041
897	17801	2021
898	17821	2002
899	17841	1982
900	17862	1962
901	17882	1942
902	17902	1923
903	17923	1903
904	17943	1883
905	17964	1863
906	17984	1844
907	18005	1824
908	18025	1804
909	18046	1784
910	18068	1765
911	18089	1745
912	18110	1725
913	18130	1705
914	18151	1686
915	18171	1666
916	18190	1646
917	18210	1626
918	18229	1606
919	18249	1586
920	18269	1567
921	18290	1547
922	18312	1527
923	18332	1507
924	18352	1488
925	18372	1468
926	18392	1448
927	18412	1428
928	18431	1408
929	18451	1388
930	18472	1369
931	18493	1349
932	18514	1329
933	18534	1309
934	18556	1290
935	18576	1270
936	18595	1250
937	18615	1230
938	18635	1210
939	18656	1190
940	18673	1170
941	18693	1150
942	18713	1131
943	18732	1111
944	18753	1091
945	18771	1071
946	18792	1051
947	18813	1031
948	18833	1012
949	18854	992
950	18874	972
951	18895	952
952	18915	932
953	18935	913
954	18955	893
955	18974	873
956	18994	853
957	19013	833
958	19033	813
959	19052	793
960	19074	774
961	19094	754
962	19110	734
963	19130	714
964	19151	694
965	19171	674
966	19191	654
967	19209	635
968	19230	615
969	19250	595
970	19270	575
971	19290	555
972	19312	535
973	19332	516
974	19353	496
975	19374	476
976	19394	456
977	19414	436
978	19435	416
979	19455	397
980	19475	377
981	19495	357
982	19515	337
983	19535	317
984	19556	297
985	19577	277
986	19598	258
987	19618	238
988	19640	218
989	19660	198
990	19681	178
991	19701	158
992	19721	139
993	19742	119
994	19762	99
995	19782	79
996	19802	59
997	19822	39
998	19843	19
999	19863	0
